Log of max number of permutations given the tree (W),85.054467
Log of max number of permutations if unrestricted (W0),85.054467
Huberman & Hogg complexity (tree only),0
Huberman & Hogg complexity (tree & design),8589934590
Average Hamming distance (tree only),31.994100
Average Hamming distance (tree & design),31.994100
Average Euclidean distance (tree only),77.120032
Average Euclidean distance (tree & design),77.120032
Average Spearman correlation,-0.002004
